2023-05-19 18:09:16,417] - run - INFO in products:23:__del__    Destroying Products App ...
2023-05-19 18:09:22,130] - run - INFO in products:16:__init__   Initializing Products app...
2023-05-19 18:09:22,143] - run - INFO in products:38:post       Received a POST request
2023-05-19 18:09:56,398] - run - INFO in products:23:__del__    Destroying Products App ...
2023-05-19 18:10:12,111] - run - INFO in products:16:__init__   Initializing Products app...
2023-05-19 18:10:12,174] - run - INFO in products:38:post       Received a POST request
2023-05-19 18:19:25,466] - run - INFO in products:16:__init__   Initializing Products app...
2023-05-19 18:19:25,686] - run - INFO in products:38:post       Received a POST request
2023-05-19 18:19:25,695] - run - INFO in products:23:__del__    Destroying Products App ...
2023-05-19 18:19:52,519] - run - INFO in products:16:__init__   Initializing Products app...
2023-05-19 18:19:52,594] - run - INFO in products:38:post       Received a POST request
2023-05-19 18:49:27,315] - run - INFO in products:16:__init__   Initializing Products app...
2023-05-19 18:49:27,388] - run - INFO in products:38:post       Received a POST request
2023-05-19 18:49:49,390] - run - INFO in products:23:__del__    Destroying Products App ...
2023-05-19 18:49:54,332] - run - INFO in products:16:__init__   Initializing Products app...
2023-05-19 18:49:54,459] - run - INFO in products:38:post       Received a POST request
2023-05-19 18:49:54,508] - run - INFO in products:23:__del__    Destroying Products App ...
2023-05-19 18:51:44,408] - run - INFO in products:16:__init__   Initializing Products app...
2023-05-19 18:51:44,465] - run - INFO in products:38:post       Received a POST request
2023-05-19 18:52:09,433] - run - INFO in products:23:__del__    Destroying Products App ...
2023-05-19 18:52:21,740] - run - INFO in products:16:__init__   Initializing Products app...
2023-05-19 18:52:21,800] - run - INFO in products:38:post       Received a POST request
2023-05-19 18:52:21,847] - run - INFO in products:23:__del__    Destroying Products App ...
2023-05-19 18:53:23,728] - run - INFO in products:16:__init__   Initializing Products app...
2023-05-19 18:53:23,788] - run - INFO in products:38:post       Received a POST request
2023-05-19 18:53:23,836] - run - INFO in products:23:__del__    Destroying Products App ...
2023-05-21 19:59:37,800] - run - INFO in products:16:__init__   Initializing Products app...
2023-05-21 19:59:40,090] - run - INFO in products:33:get        Received a GET request
2023-05-21 19:59:40,112] - run - INFO in products:23:__del__    Destroying Products App ...
2023-05-21 20:00:12,986] - run - INFO in products:16:__init__   Initializing Products app...
2023-05-21 20:00:13,002] - run - INFO in products:38:post       Received a POST request
2023-05-21 20:00:13,062] - run - INFO in products:23:__del__    Destroying Products App ...
2023-05-21 20:03:06,030] - run - INFO in products:16:__init__   Initializing Products app...
2023-05-21 20:03:06,086] - run - INFO in products:33:get        Received a GET request
2023-05-21 20:03:06,092] - run - INFO in products:23:__del__    Destroying Products App ...
2023-05-21 20:03:18,190] - run - INFO in products:16:__init__   Initializing Products app...
2023-05-21 20:03:18,205] - run - INFO in products:38:post       Received a POST request
2023-05-21 20:12:57,117] - run - INFO in products:16:__init__   Initializing Products app...
2023-05-21 20:12:57,178] - run - INFO in products:38:post       Received a POST request
2023-05-21 20:12:57,214] - run - INFO in products:23:__del__    Destroying Products App ...
2023-05-21 20:13:10,692] - run - INFO in products:16:__init__   Initializing Products app...
2023-05-21 20:13:10,706] - run - INFO in products:38:post       Received a POST request
2023-05-21 20:13:39,360] - run - INFO in products:23:__del__    Destroying Products App ...
2023-05-21 20:13:49,672] - run - INFO in products:16:__init__   Initializing Products app...
2023-05-21 20:13:49,733] - run - INFO in products:38:post       Received a POST request
2023-05-21 20:13:49,741] - run - INFO in products:23:__del__    Destroying Products App ...
2023-05-21 20:15:16,030] - run - INFO in products:16:__init__   Initializing Products app...
2023-05-21 20:15:16,089] - run - INFO in products:38:post       Received a POST request
2023-05-21 20:15:16,092] - run - ERROR in products:83:process_file Unable to process due to: 'utf-8' codec can't decode byte 0xd3 in position 161726: invalid continuation byte
2023-05-21 20:15:50,738] - run - INFO in products:16:__init__   Initializing Products app...
2023-05-21 20:15:50,803] - run - INFO in products:38:post       Received a POST request
2023-05-21 20:19:34,712] - run - INFO in products:16:__init__   Initializing Products app...
2023-05-21 20:20:15,329] - run - INFO in products:16:__init__   Initializing Products app...
2023-05-21 20:20:15,886] - run - INFO in products:38:post       Received a POST request
2023-05-21 20:20:16,044] - run - INFO in products:23:__del__    Destroying Products App ...
2023-05-21 20:20:34,656] - run - INFO in products:16:__init__   Initializing Products app...
2023-05-21 20:20:34,671] - run - INFO in products:38:post       Received a POST request
2023-05-21 20:20:34,774] - run - INFO in products:23:__del__    Destroying Products App ...
2023-05-21 20:21:07,115] - run - INFO in products:16:__init__   Initializing Products app...
2023-05-21 20:21:07,197] - run - INFO in products:38:post       Received a POST request
2023-05-21 20:21:07,335] - run - INFO in products:23:__del__    Destroying Products App ...
2023-05-21 20:21:29,482] - run - INFO in products:16:__init__   Initializing Products app...
2023-05-21 20:21:29,542] - run - INFO in products:38:post       Received a POST request
2023-05-21 20:21:29,701] - run - INFO in products:23:__del__    Destroying Products App ...
2023-05-21 20:22:25,401] - run - INFO in products:16:__init__   Initializing Products app...
2023-05-21 20:22:25,455] - run - INFO in products:38:post       Received a POST request
2023-05-21 20:22:25,490] - run - INFO in products:23:__del__    Destroying Products App ...
2023-05-21 20:23:06,099] - run - INFO in products:16:__init__   Initializing Products app...
2023-05-21 20:23:06,151] - run - INFO in products:38:post       Received a POST request
2023-05-21 20:23:06,186] - run - INFO in products:23:__del__    Destroying Products App ...
2023-05-21 20:24:08,442] - run - INFO in products:16:__init__   Initializing Products app...
2023-05-21 20:24:08,517] - run - INFO in products:38:post       Received a POST request
2023-05-21 20:24:08,554] - run - INFO in products:23:__del__    Destroying Products App ...
2023-05-21 20:24:42,067] - run - INFO in products:16:__init__   Initializing Products app...
2023-05-21 20:24:42,119] - run - INFO in products:38:post       Received a POST request
2023-05-21 20:24:42,154] - run - INFO in products:23:__del__    Destroying Products App ...
2023-05-21 20:26:19,635] - run - INFO in products:16:__init__   Initializing Products app...
2023-05-21 20:26:19,945] - run - INFO in products:38:post       Received a POST request
2023-05-21 20:26:19,950] - run - ERROR in products:72:process_file Unable to process due to: 'utf-8' codec can't decode byte 0xd3 in position 161726: invalid continuation byte
2023-05-21 20:26:59,438] - run - INFO in products:16:__init__   Initializing Products app...
2023-05-21 20:26:59,518] - run - INFO in products:38:post       Received a POST request
2023-05-21 20:26:59,523] - run - ERROR in products:72:process_file Unable to process due to: 'utf-8' codec can't decode byte 0xd3 in position 161726: invalid continuation byte
2023-05-21 20:27:05,839] - run - INFO in products:16:__init__   Initializing Products app...
2023-05-21 20:27:05,850] - run - INFO in products:38:post       Received a POST request
2023-05-21 20:27:05,855] - run - ERROR in products:72:process_file Unable to process due to: 'utf-8' codec can't decode byte 0xd3 in position 161726: invalid continuation byte
2023-05-21 20:27:23,018] - run - INFO in products:16:__init__   Initializing Products app...
2023-05-21 20:27:23,072] - run - INFO in products:38:post       Received a POST request
2023-05-21 20:27:23,106] - run - INFO in products:23:__del__    Destroying Products App ...
2023-05-21 20:29:51,207] - run - INFO in products:16:__init__   Initializing Products app...
2023-05-21 20:29:51,234] - run - INFO in products:38:post       Received a POST request
2023-05-21 20:29:51,264] - run - INFO in products:23:__del__    Destroying Products App ...
2023-05-21 20:30:55,358] - run - INFO in products:16:__init__   Initializing Products app...
2023-05-21 20:30:55,377] - run - INFO in products:38:post       Received a POST request
2023-05-21 20:30:55,420] - run - INFO in products:23:__del__    Destroying Products App ...
